game_id,name,release_date,total_reviews,positive_percent,genres,tags,current_price,discounted_price,owners,days_after_publish,review,owner_min,owner_max,owners_log_mean
444200,World of Tanks Blitz,2016-11-09,148356,78,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play",Action;Massively Multiplayer;Simulation;Strategy;Free To Play,,,"10,000,000 .. 20,000,000",3144,"terrible waste of time sucks ты заперт в комнате с 13 сумашедшими , вскоре выясняеться что сумашедших 14 BU OYUNU TASARLAYAN KİŞİLER BİR RİVAYETE GÖRE YEMEK YERKEN MUTFAK LAVOBOSUNA SIÇIYORMUŞ. VE YİNE BİR RİVAYETE GÖRE BU OYUNU OYNAYAN HERKES SAAT İÇERİSİNDE AKIL SAĞLINI YİTİRİYORMUŞ. Good action.... they let you play evenly at first, then they stick you with tanks much more powerful than yours. Mostly, you are never the higher level tank vs. the level below you. Also, many players hide till the near end of battle so they have full power from not being hit, then they pop out and finish off half dead enemy tanks for points. Sad.",10000000.0,20000000.0,14142135.623730922
447040,Watch_Dogs® 2,2016-11-29,76784,82,"Action, Adventure",Action;Adventure,$39.99,$5.99 USD,"2,000,000 .. 5,000,000",3124,"Алло, Ubisoft, да-да, баги One of the best games that ive ever played even though this game is developed by Ubisoft. This game is definitely not for everyone but if you love digital world and dangerous potential in IoT, you will love it. класс я негр! я тупо в жизни как ретро, взломал сегодня ноутбук хача, сижу в больнице, пишу отзыв. хорошая игра 910 не было голой ситары very good I loved it better then gta5 any day",2000000.0,5000000.0,3162277.6601683795
457140,Oxygen Not Included,2019-07-30,120939,96,"Indie, Simulation",Indie;Simulation,$7.99,$2.39 USD,"2,000,000 .. 5,000,000",2151,"ahhhhhh 太好玩辣玩起来根本停不下来上一个让我如此着迷的还是minecraft Excellent game, addictive and fun!. It is a fun game. I specifically bought it because it was listed as Steam Deck Verified but the experience, especially the controls, was absolutely terrible. Man, I really, really wanted to like this game, but unfortunately, after trying for hours, the poor controls made it one of the worst experiences Ive had in a while despite its nice graphics, theme, and overall style. I tried configuring the controller, used some of the templates, tried it with an Xbox controller while streaming on TV its just a pain. I really dont get why the recommended layout doesnt make use of the more available buttons on the Steam Deck in the first place. Also, who approved In-game interface text is legible on Steam Deck? For me, its tiny and scaling the UI makes the whole screen covered in massive text boxes. Its very disappointing, and I honestly cant understand how it received official Steam Deck verification or how its considered playable on any console, really. Maybe its just me I dont know but for now, I had to refund it and cant recommend it for playing on Steam Deck only.",2000000.0,5000000.0,3162277.6601683795
466560,Northgard,2018-03-07,51293,86,,,,,"2,000,000 .. 5,000,000",2661,"Справжні вікінги! і трошки англійців no Très bon RTS aux mécaniques originales. Le tout est bien équilibré bien que les factions jouables soient assez typées. дерьмо ебаное, лаги нереальные. Создатели - капиталистические свиньи Отличная игра, в главном меню регулярные зависания, если тебе повезло и ты попал в промежуток между фризами, то ты можешь перейти в одиночку, сетевую или кампанию. Когда ты запускаешь любой режим, то экран загрузки до ходит до финала и игра просто зависает.",2000000.0,5000000.0,3162277.6601683795
468920,Ultimate Fishing® Simulator,2018-08-30,7019,89,,,,,"500,000 .. 1,000,000",2485,"Хорошая рыбалка, по сравнению со второй частью! Разработчики, сделайте упор на данную игру, не забрасывайте. Game doesn't run well, super clunky and just not fun. 我可真的太喜欢免费游戏啦 This is more realistic than other fishing simulator games I've played. You can actually see fish when they swim past if the water visibility is good enough. There are also mechanics outside of just what baitrod you use, and there is actually some finesse to reeling it in, or your line could snap. This feels way more real than other games I've played. good",500000.0,1000000.0,707106.7811865465
477160,Human Fall Flat,2016-07-22,164289,94,"Adventure, Casual, Indie, Simulation",Adventure;Casual;Indie;Simulation,$10.49,$3.14 USD,"10,000,000 .. 20,000,000",3254,Норм для развлечься. прикольненько FUN My Physics Jiggle JIggle but no money сукка,10000000.0,20000000.0,14142135.623730922
513710,SCUM,2025-06-17,88788,75,"Action, Adventure, Indie, Massively Multiplayer",Action;Adventure;Indie;Massively Multiplayer,$29.99 USD,$29.99 USD,"5,000,000 .. 10,000,000",2,"mis gibi oyun karkaterimi yapıyorum kosarken poposunu izleyip loot yapıyorum goonerlık dürtülerime faydalı bir oyun 2 de zombi kesiyom podcastimi açıyom oh missss just dont.....money grab......it is released many years ago.......garbage its croatian game and i am croat,trusth me..... Game is still the same jank as it was 10 years ago when they released it in EA. What have they been doing this whole time? This game tries to simulate everything, hunger, thirst, metabolism, vitamins, bladder, teeth hygiene okay not that one yet. It doesnt just ask if youre hungry, it wants to know what you ate, how many calories it had, whether you chewed it properly, and when you plan to excrete it. Its not for everyone, but if you like deep survival mechanics, base building, and open-ended gameplay with a touch of realism and a dash of absurdity, SCUM is a wild ride worth taking. Also, dont forget to poop regularly. Not fun, tutorial is a mess, and game runs worse than my nan",5000000.0,10000000.0,7071067.811865473
518790,theHunter: Call of the Wild™,2017-02-16,148641,89,,,,,"5,000,000 .. 10,000,000",3045,shoot shoot bang bang dead zone Fantastic Chill game. Perfect for casual laid back gaming while having enough depth due to hunting the 'great ones' : it is a very good game with realistic effects ja eigendlich ist es geil aber aktuell stürst es dauernd ab und auf einem high tech rechner von 2025 mit ner rtx 5090 !!!!!!!!,5000000.0,10000000.0,7071067.811865473
529340,Victoria 3,2022-10-25,34078,69,,,,,"1,000,000 .. 2,000,000",968,"tell me why the graphics are horrible and im still getting 15 fps on a 4050 We successfully repaired the issue that this game could be played 1.9 update is great!!! trade feels amazing. Well done paradox this game is good, it had a rough launch but these days its pretty stacked. this recent update and dlc was probably the largest missing piece of the puzzle and they nailed it Much depth.",1000000.0,2000000.0,1414213.5623730957
1274570,DEVOUR,2021-01-28,64109,91,Indie,Indie,$5.79 USD,$5.79 USD,"2,000,000 .. 5,000,000",1603,iyi Basic game play but fun with friends bitiful horror geym good game although make me feel kind of scared play with your friends can make you feel better just remember to stay away from the devil at any time korkmayan eşşeklerle oynamak nasip olmadı bana oyunu bitiremiyoruz aq,2000000.0,5000000.0,3162277.6601683795
530611,End of Zoe,2017-12-12,1025,87,,,Free To Play,Free To Play,"0 .. 20,000",2746,"1110, dengan alasan fight dengan boxing tanpa senjata api yang membuat adrenaline rush lebih tinggi A melhor DLC do jogo Имба DLC но жалко что короткое 4-legged cheating little shits I hate you End of Zoe é aquele tipo de DLC que tenta ser diferente, mas acaba sendo só jogável. A ideia de focar no combate corpo a corpo é até legal no começo, mas depois de algumas lutas já começa a ficar repetitivo. O jogo só volta a ficar interessante lá no final, quando você ganha um upgrade que deixa o combate mais divertido, principalmente na última boss fight, que é boa, mas nada muito incrível. Em relação à história, não espere quase nada. A trama praticamente não avança, e tudo que acontece parece só um extra solto que não impacta em nada o resto do jogo. Eu comprei na promoção, então o prejuízo foi pequeno, mas sinceramente, se pudesse pedir reembolso, eu pediria. Não foi uma experiência horrível, mas também não foi boa o suficiente pra eu recomendar. Se fosse uma DLC gratuita, funcionaria bem melhor.",0.0,20000.0,0.0
548430,Deep Rock Galactic,2020-05-13,274627,97,Action,Action,$14.99,$4.94 USD,"5,000,000 .. 10,000,000",1863,Всё пиво за мой счёт 非常好游戏 NOT BAD INSTRUCTIONS ON WHAT TO DO ARE A LITTLE UNCLEAR BUT ALL IN ALL A GREAT GAME The game is about digging and mining Its cool I hate drg i wanna go to rivals company Couldnt find the deep rock cnmd RS就完事了,5000000.0,10000000.0,7071067.811865473
552990,World of Warships,2017-11-15,146841,77,"Action, Massively Multiplayer, Simulation, Strategy, Free To Play",Action;Massively Multiplayer;Simulation;Strategy;Free To Play,Free To Play,Free To Play,"20,000,000 .. 50,000,000",2773,güzel akıcı ve sürükleyici bir oyun 굿 mindenkép 比bvvd还畜生热门船有些只能其他代币有些只能抽箱子就像f15和f15e f15e只能拿箱子抽真jb傻逼,20000000.0,50000000.0,31622776.601683773
553850,HELLDIVERS™ 2,2024-02-08,745449,77,,,Free To Play,Free To Play,"20,000,000 .. 50,000,000",497,"Love blowing up my own team mates with napalm I like it. for democracy the devs are retarded faggots who present a dynamic campaign where players SHOULD affect the course of war, but it actually doesn't because the retards want to tElL a StOrY, enjoy fighting for the control of a planet only to watch the liberation progress get reset to 0 best coop cinematic nonstop action",20000000.0,50000000.0,31622776.601683773
578080,PUBG: BATTLEGROUNDS,2017-12-21,2564751,59,"Action, Adventure, Massively Multiplayer, Free To Play",Action;Adventure;Massively Multiplayer;Free To Play,Free To Play,Free To Play,"100,000,000 .. 200,000,000",2737,재밌음 Игра вылетает. пишет ошибки античита ddd pubg good 几年都不登录了竟然被封了真是牛皮官方封的几十万账号不会是从阴兵堆里面来的吧辣鸡游戏建议别玩,100000000.0,200000000.0,141421356.23730987
582660,Black Desert,2018-05-17,59043,75,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,$4.99 USD,$4.99 USD,"5,000,000 .. 10,000,000",2590,"Круто рекомендую. VERY FUN COMBAT. Feels like a lived in world. paid 9 happily 24 saati devirdim sunları diyebilirim oyunun görevleri beni baydı hikayeyi direk geçiyorum belkide ondan ama mmo oyunlarında görev zaten hep var oyun yeni başlayanlara özel güzel fırsatlar veriyor onu hissediosun cabuk gelisiosun level atlıosun ilerde ne olcak merak ediosun oyunu ögrendikçe daha keyifli oluyor bir cok mmo denedim 24 saati devirdigim 2.mmo oldu savaş mekanikleri karakterler grafikler gerçekten bir mmo için fazlasıyla iyi beni oyun kendine baglamayı basardı devamı gelir diyemem ama böyle giderse hayat bitiren bi mmo olacak benim için :D oyunda eksik gördügüm yan oyunda cok fazla insan göremiyorum bazı noktalarda sanki hikayeli oyun oynuomussun hissi veriiyor bu kötü ama bence mmorpg arayanlar bu oyunu deneyebilir ben genel olarak begendim Muito bom Black Desert can be fun, but has many issues with the game, most notably the gearing system. Gearing While it has gotten better over the years, the enhancement process is still annoying with it's extremely low chance of success and requires a TON of time sink to get the resources outside of events if you're not willing to wait for them. It does give you plenty of easy gear to get as a beginner though from the seasonal rewards, so that's a plus. PS. Seasonal character is a must if you're new. Too good to not take advantage of. CombatPvE The game's combat is really good when you get to higher levels and unlock awakeningsuccession, but some classes are still missing succession years later. You're going to be doing a LOT of grinding in this game. That's pretty much all the game is. Just tons of grinding mobs over and over or world bosses, getting mats or weapons to sell for big monies Silver. The world bosses can be highlight moments for the PvE though. At least for me. PvP While unbalanced and chaotic, the PvP can be fun when it works. emphasis on WHEN it works. The introduction of a more balanced mode, The Arena of Solare, with equalized gear is more than welcome and a nice addition. I do enjoy the PvP servers. Makes the grind zones more fun knowing there are other players around that are contesting the zones. It can lead to some funny rage moments from people getting killed. Lifeskill Oddly enough though, I found myself enjoying the games life skilling more than the combat. From chopping trees to cooking food. It's got it all! Very chill experience. I mostly fish in the oceans as my Shai. Manual fishing can be pretty fun. Graphics While it was impressive for it's time, I don't think the graphics of BDO has aged very well. I had to look up a guide on how to make the game look better. By default it's extremely blurry and a mess. I couldn't even tell what was going on from how cluttered everything was. The text on the UI being too small with no way to scale it in game There is a way by adding a custom font into the game files. After fixing it it looks better, but still a little rough. Customization The character customization is also pretty good. from an in depth dyeing system to being able to edit each indivual part of your character's body. The only thing that holds it back in my opinion is that you pretty much NEED a value pack in order to access the dyeing system which is this games form of a subscription. No one sells the dyes on the player market. Overall I'd say BDO is a great game to play and has many ways of enjoying it even with it's issues. I wrote this review as i was AFK fishing.",5000000.0,10000000.0,7071067.811865473
601150,Devil May Cry 5,2019-03-08,100915,96,,,Free To Play,Free To Play,"5,000,000 .. 10,000,000",2295,"smokin sexy style good fun game little bit difficult tho I AM THE STORM THAT IS APPROACHING! PROVOKING!!! DARK CLOUDS AND ISOLATION! I AM RECLAIMER OF MY NAME!! Born in flames, I have been blessed! MY FAMILY CREST IS A DEMON OF DEATH!!!!!!! Horrible Game until mission 10. this game isnt diddy sus",5000000.0,10000000.0,7071067.811865473
631510,Devil May Cry HD Collection,2018-03-13,12720,93,,,Free To Play,Free To Play,"1,000,000 .. 2,000,000",2655,"mt bom Игра крутая, но камера полное говно, я не знаю как её так криво можно было сделать. хотя игра старая : плохое разрешение, и лок на 60 фпс, что фиксится модами, но все равно потратил 1 час жизни на то, что бы понять как их скачать : из за сложного управления немного не удобно играть, в пятой части управление лучше на самом деле, меня заебала эта хуйня с переводом камеры на другого героя, силы мне что бы пройти с этой херней. я на втором боссе застрял бляяяяяяя Ужасный порт с консолей. Поиграл немного в первую часть. Кнопки мышки нельзя использовать, текстуры даже при помощи ИИ не улучшили, качество звука низкое и т.д. 1-3 частям нужны ремейки, как у Resident Evil. Данная версия, это лишь попытка срубить бабла. TESÃO, A UNICA PALAVRA PARA DESCREVER ESSES JOGOS, OBRIGADO NETFLIX POR ME APRESENTAR DMC я играл пока что только в 3 часть, мне нравится, а еще она очень сложная",1000000.0,2000000.0,1414213.5623730957
648800,Raft,2022-06-20,296004,93,"Adventure, Indie, Simulation",Adventure;Indie;Simulation,$19.99 USD,$19.99 USD,"10,000,000 .. 20,000,000",1095,"потрясающая игра, и хорошая компания акула соси крутая игра, че бубнеть то es muy skibidi con un poco de mewin y sigma tolet 4.4.2.1.8 locura problema que no hay hentai ni nada por el estilo Rating: 4.55 つつ Raft is one of those survival games that quietly pulls you in. You start floating on a tiny wooden platform with nothing but a hook, and before you know it, youve built a full-on floating mansion. The gameplay is super satisfying collecting debris, expanding your raft, fighting off a Bruce, and exploring islands all feel rewarding. Playing with friends makes it even better. Its not perfect solo can feel a bit grindy and late-game organizing gets messy but overall, Raft is a creative, relaxing, and sometimes intense survival experience thats totally worth diving into.",10000000.0,20000000.0,14142135.623730922
686810,Hell Let Loose,2021-07-27,90696,84,"Action, Indie, Massively Multiplayer, Simulation, Strategy",Action;Indie;Massively Multiplayer;Simulation;Strategy,$23.99,$11.99 USD,"2,000,000 .. 5,000,000",1423,Definitely the last best WW2 game! it is such a fun and interesting skill based game veri kood keim. Remember no russian. -graphics: 710 the gameplay is realistic but you will waste more time waiting to respawn more then acutally playing the game same with loadingjoining a server for some reason i want to keep playing but i know i will wait so much time to respawn or loading the servers so its not worth is,2000000.0,5000000.0,3162277.6601683795
756800,Contraband Police,2023-03-08,19894,94,,,,,"500,000 .. 1,000,000",834,"Bon jeu qui donne envie d'y retourner. Très varié dans les missions, ce n'est pas répétitif. ГРА НОРМ НО НЕ СТАВТЕ МАКСИМАЛЬНІ НАСТРОЙКИ класна гра коли нехочеш нервуватися і просто відпочити bUEN JUWGO Great Game, if you like simulators this is one of the best there is.",500000.0,1000000.0,707106.7811865465
761890,Albion Online,2018-05-16,83356,78,"Massively Multiplayer, RPG, Free To Play",Massively Multiplayer;RPG;Free To Play,Free To Play,Free To Play,"2,000,000 .. 5,000,000",2591,"si te va el pvp full lut es tu juego für solo spieler ist das spiel nicht spielbar. nicht empfehlenswert If you like the style of Albion Online and need something to grind Id recommend it. I hate that I love this game Spiel wird nicht Empfohlen! Sehr viele Rassistische, Beleidigende, Pedophile Gilden Spieler deren Namen ich hier nicht mal auflisten kann selbst wenn man sich mehrfach an den Support wendet wird man mit Automatisierten Standard antworten Abgespeist ein Chat-Moderator äußert sich Positiv zu Rassismus selbst dieser da er nicht Offiziell zu SBI gehört wird nicht Sanktioniert. Einpaar Screenshots für euch - https:drive.google.comfiled10WUdjtfi6lznZZPf2jYpjhbtwxltA8sPview?uspdrive_link - https:drive.google.comfiled1z0APb2kako6CL8dt2hqXZlXZbqKiY_lrview - https:drive.google.comfiled1eQM98jxMmjzNcW2Z0PoJwfX7iP52X9jXview?uspdrive_link - https:drive.google.comfiled1n8IddiUSviLrnlPiheCw-PTNAq0aVFolview?uspdrive_link - https:drive.google.comfiled1Hrsn2KdtqbKGYsEI_LSFfJ3-0r21h7izview?uspdrive_link - https:drive.google.comfiled1ZOvaP1axgOAQUbepFCoAGJQxuD4Pij4gview?uspdrive_link Ich habe noch Sehr viel Mehr Screenshots an den Support weitergeleitet alles wurde Ignoriert.",2000000.0,5000000.0,3162277.6601683795
767560,War Robots,2018-04-04,26699,60,"Action, Free To Play",Action;Free To Play,Free To Play,Free To Play,"5,000,000 .. 10,000,000",2633,,5000000.0,10000000.0,7071067.811865473
779340,Total War: THREE KINGDOMS,2019-05-23,59853,82,"Action, Strategy",Action;Strategy,$49.99,$12.49 USD,"5,000,000 .. 10,000,000",2219,"Great game for historians and war fans alike. the graphics of such complex and large battles while running smoothly is amazing along with the unlimited potential for new staregies. It may be hard for beginning players of the genre but it is worth the full price if you have some money lying around. If not then remember patience is always rewarded and this is defineialy a good reward PS sorry for the typos Китай партия ура Juegazo! 还可以 De classic total war experience in a new package, lots of small changes and tweeks that really affect playstyle and add more depth. Never really was interested in Chinese History, but when i started playing i really got sucked in and got a trip down historyLane :p. I haven't tried my hands on much of the DLC yet, as the base game offers a lot of replayability and takes a while to master. but deff thumbs up",5000000.0,10000000.0,7071067.811865473
805550,Assetto Corsa Competizione,2019-05-29,26419,92,"Racing, Simulation, Sports",Racing;Simulation;Sports,$18.99,$4.74 USD,"1,000,000 .. 2,000,000",2213,"tis gsme is really fun and i think that the online can be improved as people just crash into eachover Уникална! gut Me resultya muy complicado, No es lo que esperaba Ótimo simulador",1000000.0,2000000.0,1414213.5623730957
812140,Assassin's Creed® Odyssey,2018-10-05,156806,89,"Action, Adventure, RPG",Action;Adventure;RPG,$413.86 USD,$382.16 USD,"5,000,000 .. 10,000,000",2449,"Goo Story line! Very fun! Non è un brutto gioco, non posso dargli pollice verso, ma guardare la mappa dopo venti ore e vedere che resta da svelarne ancora molto, ma molto più della metà, svilisce e fa tremare le gambe, specialmente se il sistema di gioco inizia pesantemente a venire a noia. Se con Origin la serie aveva avuto un'evoluzione interessante, merito soprattutto dell'intreccio e dei personaggi raccontati, in Odissey il tutto viene diluito in un titolo gargantuesco e dalla mappa sconfinata, dalle infinite attività secondarie e dallla perenne sensazione che meno sarebbe stato meglio. Non mi sento di giudicare male l'abbondanza, ma mi dispiace che per il capitolo ambientato nella Grecia antica, un'ambientazione che adoro molto più dell'Egitto di Origin, la mia attenzione non abbia retto fino ai titoli di coda, affossata da un'impalcatura di gioco che non è in grado di reggere tutta questa vastità. Resta, in ogni caso, una rappresentazione splendida della Grecia e delle sue isole, adatto soltanto a tutti quei giocatori che non avranno paura di chiudersi per centinaia di ore nel medesimo mondo, purtroppo a ripetere sempre le stesse azioni. Cheers...ai greci biricchini. Very cool game, I recomendet it. zostałem okradziony na 250zł po zakupie gry nijak zdobyć kod aktywacyjny do gry melo",5000000.0,10000000.0,7071067.811865473
813780,Age of Empires II: Definitive Edition,2019-11-14,142525,94,Strategy,Strategy,$19.99 USD,$19.99 USD,"2,000,000 .. 5,000,000",2044,Excelente juego . melhor jogo da vida i love this game! a core memory in my childhood 經典款中的經典 兒時的最佳回憶 比原作多了很多元素 畫面更好 很好玩 多了很多戰役劇情 和家人好友一起玩的好遊戲,2000000.0,5000000.0,3162277.6601683795
835570,Conqueror's Blade,2020-04-06,34503,68,"Action, Massively Multiplayer, RPG, Strategy, Free To Play",Action;Massively Multiplayer;RPG;Strategy;Free To Play,Free To Play,Free To Play,"0 .. 20,000",1900,"great game. most people just aren't leaders and suck at commanding armies that's why the reviews are mixed. 游戏都进不去了,更新完让我输入网易账号登录,我玩了4000小时都没网易账号,也没用这个登录过,啥哈皮玩意把我号废了? 太肝了折腾好几年才玩明白断断续续玩玩几天就累了不想碰了 sb游戏 ขอไลเปนขอดขอเสยทเจอมาทละอยาง ขอด - เกมนบทบาทเราคอผบญชาการทหารไมใชวรบรษในตำนานฉะนนเราไมสามารถ1v100ไดทำใหการเลนตองพงพาคนอนรวมกน - อยาหลงไปกบคำวาตองจายเพอชนะ เกมนเราสามารถทดแทนการจายเงนดวยการเลนได ทหารทกกองทกคนสามารถเขาถงได ไมมการจำกดวาตองเตมเทานนถงจะสามารถนำมาเลนได มนมไหม มตวทเฉพาะตองเตม แตเอามาmemeมากกวาเอามาเลน พนกวาชวโมงเคยเหนอยครงสองครง - เกมมการปรบเปลยน ปรบบพเนรฟอยเสมอ ปรบสมบาง บงบางแตเกมไมตายสนท บางครงยนตทนอกสายตากกลบมามบทบาทจนฮอทในยคของมน - ทหารเหมอนการเปายงฉบ มาแพหอก หอกแพโล โลแพมา บลาๆ ทกอยางถาใชใหถกจดเรากสามารถทำประโยชนใหทมได ขอเสย - แตละวนตองการเวลาในการทำรายวนนานพอสมควร ตองใชเวลา1.5-2ชวโมง แลวแตดวงวาชนะแพแคไหน - ทหารทกหนวยตองการทำเควสเพอปลดลอค บางเควสทำคนเดยวลำบากตองหาปารต แตปญหานแกไมยากดวยการพมพในแชทโลก มคนทำเควสเรอยๆ - มอใหมชวงแรกจะรสกเสยเปรยบเลกนอยจากการทตองตงตวดวยทรพยากรทมจำกดรวมถงศกยภาพทหารพนฐานทแจกมา แตเมอผานเขาสชวงตงตวไดปญหานจะจางลงเรอยๆ วดความอดทนของคณ - Teb เพอน ใหพวกจuเตยะ ชอบยงหนใหทมตวเอง",0.0,20000.0,0.0
880940,Pummel Party,2018-09-20,42861,89,"Action, Casual, Indie",Action;Casual;Indie,$7.99 USD,$7.99 USD,"2,000,000 .. 5,000,000",2464,"ура Мне нрав. С друзьями в коопе много раз играл. Лучше конечно когда много человек, но вдвоем тоже можно зависнуть. 8.510 для игры в этом жанре. its a blast 1010 oh sooo much fun!!! play about once a week with a group and have held events in the game. highly recommend! d",2000000.0,5000000.0,3162277.6601683795
949230,Cities: Skylines II,2023-10-24,51620,53,Simulation,Simulation,$29.99 USD,$29.99 USD,"2,000,000 .. 5,000,000",604,"road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road road Great game to kill time. After spending over 250 hours in Cities: Skylines II, I feel confident saying this: its a game thats both frustrating and fantastic, often at the same time. What I Loved: Deeper Simulation: Every citizen truly has a life. The way cims choose jobs, commute, and move between cities feels more alive than ever before. Zoning Infrastructure Tools: Road tools, snapping options, and freedom of city planning are far more flexible. It's easier to build beautiful, realistic cities. Service System Overhaul: Police, fire, garbage, and health are more nuanced and realistic. Managing city services feels like managing a living, breathing system. Weather Seasons: Adds a fresh layer of immersion. Snowfall, rain, fog its all stunning. Modding Potential: While it's still in development, the base has been laid out well for creators to eventually transform this game like they did with CS1. What Needs Serious Work: Performance Issues: Even after updates, the game still suffers from stutters, FPS drops, and long load times, especially on large cities. Optimization is far from perfect. UIUX Clutter: Certain menus feel bloated or unintuitive. Accessing crucial info sometimes takes more clicks than it should. Lacking Polish: Bugs, pathfinding issues, and simulation oddities occasionally break immersion. Missing Features from CS1: Some features and DLC-quality content from the original are still missing here understandably, but noticeable. Final Thoughts: Cities: Skylines II is not a casual sequel. It tries to evolve city-building in a more realistic, detailed direction, and for that, I respect it. But it launched rough and still feels like a work-in-progress. That said, if you're passionate about city building and willing to push through its rough edges, this game can easily consume hundreds of hours just like it did for me. I PURCHESED THIS GAME IN MAY 24 BUT IT GETS WORSE EVERY MONTH I CANNOT PLAY IT ANYMORE....... THE FUN FACT IS THAT MY PC HAS ONE OF THE LATEST TECHNOLOGIES, BUT STILL ITS UNPLAYABLE.... ITS A SHAME TO RELEASE SUCH A GAME FOR AROUND 50 BUCKS.... 天际线你就继续磨洋工吧我现在要去玩维多利亚了",2000000.0,5000000.0,3162277.6601683795
952060,Resident Evil 3,2019-01-24,61970,82,Action,Action,$24.99,$6.24 USD,"2,000,000 .. 5,000,000",2338,"mt bom Diğer RE oyunları kadar sarmadı ama oynanabilir 910, Carlos sections felt too short and too easy The game was short but also very fun to play. Graphics were good. Gameplay was good. In my opinion it's only worth getting while on sale or in a bundle. Resident Evil hayranı olarak ne kadar oyun kısa sürsede güzel deneyim yaşattı efenm.",2000000.0,5000000.0,3162277.6601683795
1063730,New World: Aeternum,2021-09-28,245503,68,,,,,"50,000,000 .. 100,000,000",1360,"The player base skews old and angry. o jogo é excelente e a cada dia melhora um pouco mais After Guild Wars 2, this is the best MMO for a solo player. Great graphics and excellent optimization. Combat is very satisfying, and hitboxes work perfectly, which makes every fight feel smooth and rewarding. Crafting is also very satisfying. This game doesnt really have any major downsides if youre a casual player and not even looking for an MMO, but rather a good RPG. What I appreciate most is the lack of Asian-style influences. Maybe the side quests arent too ambitious, but the overall atmosphere of the game is fantastic. Another big plus is the absence of aggressive microtransactions even though they do exist. Still, having to pay for a mount as part of a DLC feels a bit over the top. But you cant have everything. After around 50 hours, I did get a bit bored, but maybe thats just because I play solo : Either way, I highly recommend it. Any downsides? Maybe the world is a bit small. Im eagerly waiting for the second part. Es terrible que te cobren 40 por una estafa asi, de mis horas el 90 son esperando para poder jugar por que se crashea constantemente o directamente no cargan las texturas, digno de estudio, en fin no perdais vuestro tiempo comprando esta basura : Game is the worst i did not play for over a year came back installed it and was met with a perma ban because i used a cheat software. How can i use cheats if i have not played the game or even had it installed in my system. Screw amazon dont buy anything from them ever they are the worst. play to level 65. no one wants to group with a loser with crap equipment. can't get better equipment without running the higher level dungeons because not LEET enough. just playing to waste time. forget about crafting as it is a massive time sink without any rewards. just don't expect any help with anything. The player base skews old and angry. o jogo é excelente e a cada dia melhora um pouco mais After Guild Wars 2, this is the best MMO for a solo player. Great graphics and excellent optimization. Combat is very satisfying, and hitboxes work perfectly, which makes every fight feel smooth and rewarding. Crafting is also very satisfying. This game doesnt really have any major downsides if youre a casual player and not even looking for an MMO, but rather a good RPG. What I appreciate most is the lack of Asian-style influences. Maybe the side quests arent too ambitious, but the overall atmosphere of the game is fantastic. Another big plus is the absence of aggressive microtransactions even though they do exist. Still, having to pay for a mount as part of a DLC feels a bit over the top. But you cant have everything. After around 50 hours, I did get a bit bored, but maybe thats just because I play solo : Either way, I highly recommend it. Any downsides? Maybe the world is a bit small. Im eagerly waiting for the second part. Es terrible que te cobren 40 por una estafa asi, de mis horas el 90 son esperando para poder jugar por que se crashea constantemente o directamente no cargan las texturas, digno de estudio, en fin no perdais vuestro tiempo comprando esta basura :",50000000.0,100000000.0,70710678.1186548
